-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
-inf,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-inf
-inf,2.0,-inf,-inf,-inf,1.0,-inf,-inf,-inf,-inf,-inf,0.0,-inf,0.0,-inf,0.0,-inf,-inf,-inf,-inf,0.0,-inf,-inf,-inf,0.0,-inf,0.0,-inf,0.0,-inf
-inf,2.0,-inf,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-inf,0.0,-inf,-inf,-inf,0.0,-inf,0.0,0.0,-inf,0.0,-inf,-inf,-inf,0.0,-inf,0.0,-inf,0.0,-inf
-inf,2.0,-inf,-inf,-inf,-inf,1.0,-inf,-inf,-inf,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,-inf,0.0,0.0,0.0,-inf,0.0,-inf,0.0,-inf,0.0,-inf
-inf,1.0,0.0,0.0,-inf,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-inf,0.0,-inf,-inf,-inf,0.0,0.0,-inf,-inf,-inf,0.0,0.0,0.0,-inf,1.0,-inf,0.0,-inf
-inf,-inf,-inf,0.0,-inf,1.0,-inf,-inf,-inf,-inf,-inf,0.0,-inf,0.0,0.0,0.0,0.0,0.0,-inf,-inf,0.0,-inf,-inf,0.0,-inf,-inf,2.0,-inf,-inf,-inf
-inf,0.0,0.0,0.0,-inf,1.0,-inf,2.0,1.0,-inf,-inf,0.0,-inf,-inf,-inf,0.0,-inf,0.0,0.0,0.0,0.0,-inf,0.0,0.0,0.0,0.0,2.0,2.0,2.0,-inf
-inf,0.0,-inf,0.0,-inf,1.0,-inf,2.0,-inf,-inf,-inf,0.0,-inf,1.0,1.0,1.0,-inf,-inf,-inf,-inf,-inf,-inf,0.0,-inf,-inf,-inf,-inf,-inf,2.0,-inf
-inf,0.0,-inf,0.0,-inf,1.0,-inf,2.0,-inf,0.0,0.0,0.0,-inf,1.0,-inf,1.0,1.0,1.0,1.0,1.0,1.0,-inf,0.0,0.0,0.0,0.0,-inf,3.0,2.0,-inf
-inf,0.0,-inf,0.0,-inf,1.0,-inf,2.0,-inf,-inf,-inf,0.0,-inf,1.0,-inf,-inf,-inf,-inf,-inf,-inf,1.0,-inf,0.0,-inf,-inf,0.0,-inf,4.0,-inf,-inf
-inf,0.0,0.0,0.0,-inf,1.0,1.0,2.0,1.0,1.0,1.0,1.0,-inf,1.0,-inf,0.0,0.0,0.0,0.0,0.0,1.0,-inf,0.0,0.0,0.0,0.0,-inf,4.0,-inf,-inf
-inf,0.0,-inf,0.0,-inf,0.0,-inf,-inf,-inf,-inf,-inf,1.0,-inf,1.0,-inf,-inf,-inf,-inf,-inf,-inf,1.0,-inf,1.0,-inf,-inf,1.0,-inf,3.0,-inf,-inf
-inf,0.0,-inf,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf,1.0,-inf,1.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,-inf,5.0,4.0,3.0,5.0,7.0,4.0,0.0,-inf
-inf,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,-inf,-inf,-inf,-inf,-inf,-inf,1.0,2.0,4.0,-inf,-inf,-inf,2.0,-inf,-inf,-inf
-inf,1.0,-inf,-inf,-inf,-inf,0.0,-inf,-inf,-inf,-inf,1.0,-inf,0.0,0.0,0.0,-inf,-inf,-inf,-inf,1.0,-inf,0.0,0.0,0.0,-inf,2.0,-inf,-inf,-inf
-inf,1.0,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-inf,1.0,-inf,-inf,-inf,0.0,-inf,2.0,1.0,-inf,1.0,-inf,-inf,-inf,0.0,-inf,2.0,-inf,0.0,-inf
-inf,1.0,-inf,-inf,-inf,-inf,0.0,-inf,-inf,-inf,-inf,1.0,0.0,0.0,-inf,0.0,0.0,2.0,-inf,-inf,1.0,0.0,0.0,-inf,0.0,-inf,2.0,-inf,0.0,-inf
-inf,1.0,1.0,1.0,-inf,0.0,0.0,-inf,1.0,2.0,2.0,2.0,-inf,0.0,-inf,-inf,-inf,2.0,0.0,-inf,1.0,-inf,0.0,0.0,0.0,-inf,2.0,-inf,0.0,-inf
-inf,-inf,-inf,1.0,-inf,0.0,-inf,-inf,-inf,-inf,-inf,1.0,-inf,0.0,0.0,1.0,1.0,2.0,-inf,-inf,1.0,-inf,-inf,-inf,-inf,-inf,2.0,-inf,-inf,-inf
-inf,1.0,1.0,1.0,-inf,0.0,-inf,0.0,0.0,-inf,-inf,1.0,-inf,-inf,-inf,1.0,-inf,1.0,1.0,1.0,1.0,-inf,1.0,1.0,1.0,1.0,2.0,1.0,1.0,-inf
-inf,1.0,-inf,0.0,-inf,0.0,-inf,0.0,-inf,-inf,-inf,1.0,-inf,0.0,0.0,1.0,-inf,-inf,-inf,-inf,-inf,-inf,1.0,-inf,-inf,-inf,-inf,-inf,1.0,-inf
-inf,1.0,-inf,0.0,-inf,0.0,-inf,0.0,-inf,0.0,0.0,1.0,-inf,0.0,-inf,1.0,1.0,1.0,1.0,1.0,1.0,-inf,1.0,0.0,0.0,0.0,-inf,1.0,1.0,-inf
-inf,1.0,0.0,0.0,-inf,0.0,-inf,0.0,-inf,-inf,-inf,1.0,-inf,0.0,-inf,-inf,-inf,-inf,-inf,-inf,1.0,-inf,1.0,-inf,-inf,0.0,-inf,1.0,-inf,-inf
-inf,1.0,-inf,0.0,-inf,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-inf,0.0,-inf,0.0,0.0,0.0,0.0,0.0,1.0,-inf,1.0,0.0,0.0,0.0,-inf,1.0,-inf,-inf
-inf,1.0,-inf,0.0,-inf,1.0,-inf,-inf,-inf,-inf,-inf,0.0,-inf,0.0,-inf,-inf,-inf,-inf,-inf,-inf,1.0,1.0,1.0,-inf,-inf,0.0,-inf,1.0,1.0,-inf
-inf,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-inf,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-inf
-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
